source_url,normalized_url,last_crawled,exported_state,current_registry_route,current_indexable
https://www.halatao.cz/cs/problemy/potrebujeme-napojit-nekolik-systemu,https://www.halatao.cz/cs/problemy/potrebujeme-napojit-nekolik-systemu/,2026-04-08,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/en/comparisons/contract-developer-vs-agency,https://www.halatao.cz/en/comparisons/contract-developer-vs-agency/,2026-03-30,Procházeno – momentálně neindexováno,true,true
http://shop.halatao.cz/,https://shop.halatao.cz/,2026-03-28,Procházeno – momentálně neindexováno,false,false
https://shop.halatao.cz/?utm_source=srovname_cz&utm_medium=CPC&srovnameczclid=1,https://shop.halatao.cz/,2026-03-25,Procházeno – momentálně neindexováno,false,false
https://www.halatao.cz/en/technology/nextjs-for-business-applications,https://www.halatao.cz/en/technology/nextjs-for-business-applications/,2026-03-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/en/templates/internal-tool-scope-worksheet-2,https://www.halatao.cz/en/templates/internal-tool-scope-worksheet/,2026-06-19,Nenalezeno (404),true,true
https://www.halatao.cz/cs/pruvodce/jak-nacenit-prevzeti-aplikace-2,https://www.halatao.cz/cs/pruvodce/jak-nacenit-prevzeti-aplikace/,2026-06-18,Nenalezeno (404),true,true
https://www.halatao.cz/cs/technologie-1,https://www.halatao.cz/cs/technologie/,2026-06-13,Nenalezeno (404),true,true
https://www.halatao.cz/en/services-1,https://www.halatao.cz/en/services/,2026-06-13,Nenalezeno (404),true,true
https://www.halatao.cz/en/templates/release-process-stabilization-checklist-2,https://www.halatao.cz/en/templates/release-process-stabilization-checklist/,2026-06-13,Nenalezeno (404),true,true
https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal-2,https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal/,2026-06-10,Nenalezeno (404),true,true
https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat-2,https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat/,2026-05-31,Nenalezeno (404),true,true
https://www.halatao.cz/cs/pripadovky/integrace-nekolika-systemu,https://www.halatao.cz/cs/pripadovky/integrace-nekolika-systemu/,2026-06-25,Stránka s přesměrováním,true,true
https://www.halatao.cz/en,https://www.halatao.cz/en/,2026-06-24,Stránka s přesměrováním,true,true
https://halatao.cz/,https://www.halatao.cz/cs/,2026-06-19,Stránka s přesměrováním,true,true
https://shop.halatao.cz/,https://shop.halatao.cz/,2026-06-13,Stránka s přesměrováním,false,false
http://www.halatao.cz/,https://www.halatao.cz/cs/,2026-06-11,Stránka s přesměrováním,true,true
http://halatao.cz/,https://www.halatao.cz/cs/,2026-06-05,Stránka s přesměrováním,true,true
